Symbol,Date,Open,High,Low,Close,Volume
AAPL,2023-11-16,189.57001,190.96001,188.64999,189.71001,54412900
AAPL,2023-11-17,190.25,190.38,188.57001,189.69,50922700
AAPL,2023-11-20,189.89,191.91,189.88,191.45,46505100
AAPL,2023-11-21,191.41,191.52,189.74001,190.64,38134500
AAPL,2023-11-22,191.49001,192.92999,190.83,191.31,39617700
AAPL,2023-11-24,190.87,190.89999,189.25,189.97,24048300
AAPL,2023-11-27,189.92,190.67,188.89999,189.78999,40552600
AAPL,2023-11-28,189.78,191.080002,189.39999,190.39999,38415400
AAPL,2023-11-29,190.89999,192.089996,188.97,189.37,43014200
AAPL,2023-11-30,189.84,190.32001,188.19,189.95,48794400
AAPL,2023-12-01,190.33,191.56,189.23,191.24001,45679300
AAPL,2023-12-04,189.98,190.050003,187.45,189.42999,43389500
AAPL,2023-12-05,190.21001,194.39999,190.17999,193.42,66628400
AAPL,2023-12-06,194.45,194.75999,192.11,192.32001,41089700
AAPL,2023-12-07,193.63,195.0,193.59,194.27,47477700
AAPL,2023-12-08,194.2,195.99001,193.67,195.71001,53377300
AAPL,2023-12-11,193.11,193.49001,191.42,193.17999,60943700
AAPL,2023-12-12,193.080002,194.72,191.72,194.71001,52696900
AAPL,2023-12-13,195.089996,198.0,194.85001,197.96001,70404200
AAPL,2023-12-14,198.020004,199.62,196.16,198.11,66831600
AAPL,2023-12-15,197.53,198.39999,197.0,197.57001,128256700
AAPL,2023-12-18,196.089996,196.63,194.39,195.89,55751900
AAPL,2023-12-19,196.16,196.95,195.89,196.94,40714100
AAPL,2023-12-20,196.89999,197.67999,194.83,194.83,52242800
AAPL,2023-12-21,196.10001,197.080002,193.5,194.67999,46482500
AAPL,2023-12-22,195.17999,195.41,192.97,193.60001,37122800
AAPL,2023-12-26,193.61,193.89,192.83,193.050003,28919300
AAPL,2023-12-27,192.49001,193.5,191.089996,193.14999,48087700
AAPL,2023-12-28,194.14,194.66,193.17,193.58,34049900
