Symbol,Date,Open,High,Low,Close,Volume
NVDA,2023-11-16,48.679,49.525,48.33,49.48,339756000
NVDA,2023-11-17,49.524,49.717,49.007,49.298,325205000
NVDA,2023-11-20,49.312,50.548,49.181,50.409,414120000
NVDA,2023-11-21,50.126,50.517,49.222,49.944,565747000
NVDA,2023-11-22,49.852,50.335,47.69,48.716,899420000
NVDA,2023-11-24,48.47,48.921,47.745,47.776,294645000
NVDA,2023-11-27,47.8,48.53,47.652,48.242,395662000
NVDA,2023-11-28,48.236,48.323,47.473,47.821,401491000
NVDA,2023-11-29,48.379,48.762,47.86,48.14,382005000
NVDA,2023-11-30,48.023998,48.11,46.422,46.77,526247000
NVDA,2023-12-01,46.525,47.2,46.187,46.765,369317000
NVDA,2023-12-04,46.077,46.077,45.0099983,45.51,437543000
NVDA,2023-12-05,45.466,46.6,45.271,46.566,371718000
NVDA,2023-12-06,47.215,47.387,45.412,45.503,380590000
NVDA,2023-12-07,45.7,46.629,45.604,46.596,350823000
NVDA,2023-12-08,46.595,47.741,46.55,47.506,359224000
NVDA,2023-12-11,47.491,47.531,45.83,46.627,509728000
NVDA,2023-12-12,46.046001,47.666,46.046001,47.657,372387000
NVDA,2023-12-13,47.629,48.594,47.608,48.088001,447792000
NVDA,2023-12-14,48.39,48.67,47.422,48.35,391232000
NVDA,2023-12-15,48.194,49.404,48.12,48.89,479948000
NVDA,2023-12-18,49.4,50.433,49.15,50.077,412587000
NVDA,2023-12-19,49.424,49.7,48.895,49.604,464444000
NVDA,2023-12-20,49.655,49.999,48.098,48.111,397894000
NVDA,2023-12-21,48.811,49.095001,48.419,48.99,300425000
NVDA,2023-12-22,49.195,49.383,48.467,48.83,252507000
NVDA,2023-12-26,48.968,49.6,48.96,49.279,244200000
NVDA,2023-12-27,49.511,49.68,49.084999,49.417,233648000
NVDA,2023-12-28,49.643,49.884,49.412,49.522,246587000
NVDA,2023-12-29,49.813,49.997,48.751,49.522,389293000
NVDA,2024-01-02,49.244,49.295,47.595,48.168,411254000
NVDA,2024-01-03,47.485,48.184,47.32,47.569,320896000
NVDA,2024-01-04,47.767,48.5,47.508,47.998,306535000
NVDA,2024-01-05,48.462,49.547,48.306,49.097,415039000
NVDA,2024-01-08,49.512,52.275,49.479,52.253,642510000
NVDA,2024-01-09,52.401,54.325,51.69,53.14,773100000
NVDA,2024-01-10,53.616,54.6,53.489,54.35,533796000
NVDA,2024-01-11,54.999,55.346,53.56,54.822,596759000
NVDA,2024-01-12,54.62,54.97,54.33,54.71,352994000
NVDA,2024-01-16,55.018002,56.835,54.9,56.382,449580000
NVDA,2024-01-17,56.347,56.471,54.74,56.053001,474394000
NVDA,2024-01-18,57.26,57.6,56.107,57.107,491650000
NVDA,2024-01-19,57.989,59.5,57.225,59.491,543501000
NVDA,2024-01-22,60.049,60.331,59.07,59.654,452955000
NVDA,2024-01-23,59.57,59.91,58.585,59.873,294654000
NVDA,2024-01-24,60.304,62.849,59.938,61.362,560271000
NVDA,2024-01-25,62.35,62.719,60.85,61.617,482777000
NVDA,2024-01-26,60.96,61.783,60.573,61.030998,390309000
NVDA,2024-01-29,61.232,62.489,60.907,62.465,348733000
NVDA,2024-01-30,62.9,63.493,62.26,62.774,410735000
NVDA,2024-01-31,61.44,62.269,60.7,61.527,453795000
NVDA,2024-02-01,62.099998,63.191,61.65,63.027,369146000
NVDA,2024-02-02,63.974,66.6,63.69,66.16,476578000
NVDA,2024-02-05,68.225,69.497,67.205,69.332,680078000
NVDA,2024-02-06,69.63,69.754,66.3,68.223,683111000
NVDA,2024-02-07,68.319,70.22,67.6,70.098999,495575000
NVDA,2024-02-08,70.073997,70.794,69.455,69.641,414422000
NVDA,2024-02-09,70.533,72.185,70.212,72.133,436637000
NVDA,2024-02-12,72.6,74.611,71.25,72.248,613710000
NVDA,2024-02-13,70.4,73.45,69.62,72.128,602580000
NVDA,2024-02-14,73.202,74.236,71.938,73.9,504917000
NVDA,2024-02-15,73.869,73.975,72.4,72.658,420122000
NVDA,2024-02-16,74.099998,74.402,72.501,72.613,495327000
NVDA,2024-02-20,71.947,71.956,67.734,69.452,704833000
NVDA,2024-02-21,68.0059967,68.888,66.248,67.472,690298000
NVDA,2024-02-22,75.025002,78.575,74.22,78.538,865100000
NVDA,2024-02-23,80.79,82.394,77.57,78.817,829388000
NVDA,2024-02-26,79.7,80.646,78.505,79.092003,503973000
NVDA,2024-02-27,79.381,79.48,77.162,78.701,391705000
NVDA,2024-02-28,77.62,78.933,77.125,77.663,393110000
NVDA,2024-02-29,79.094002,79.99,78.35,79.112,507289000
NVDA,2024-03-01,80.0,82.3,79.435,82.279,479135000
NVDA,2024-03-04,84.13,87.695,83.719,85.237,615616000
NVDA,2024-03-05,85.27,86.097,83.417,85.964,520639000
NVDA,2024-03-06,88.022003,89.724,87.029999,88.7,582520000
NVDA,2024-03-07,90.158,92.767,89.602,92.669,608119000
NVDA,2024-03-08,95.138,97.4,86.506,87.528,1142269000
NVDA,2024-03-11,86.429,88.797,84.166,85.774,678364000
NVDA,2024-03-12,88.049004,91.96,86.15,91.913,668075000
NVDA,2024-03-13,91.055,91.504,88.435,90.888,635713000
NVDA,2024-03-14,89.577,90.646,86.6,87.944,602318000
NVDA,2024-03-15,86.93,89.546,86.257,87.837,642086000
NVDA,2024-03-18,90.388,92.405,87.084999,88.455,668976000
NVDA,2024-03-19,86.7,90.544,85.010002,89.398,672171000
NVDA,2024-03-20,89.797,90.41,88.223,90.372,479063000
NVDA,2024-03-21,92.3,92.648,90.405,91.435,480372000
NVDA,2024-03-22,91.141,94.778,90.834,94.289,586719000
NVDA,2024-03-25,93.941,96.766,93.51,95.0019989,552136000
NVDA,2024-03-26,95.851,96.375,92.502,92.561,513648000
NVDA,2024-03-27,93.112,93.24,89.123,90.25,586067000
NVDA,2024-03-28,90.0,91.3,89.193,90.356,435212000
NVDA,2024-04-01,90.299,92.225,89.204,90.363,452441000
NVDA,2024-04-02,88.448,90.094002,87.62,89.452,433064000
NVDA,2024-04-03,88.484,90.374,88.4,88.964,370067000
NVDA,2024-04-04,90.406,90.634,85.88,85.905,434965000
NVDA,2024-04-05,86.866,88.481,85.926,88.0080032,399678000
NVDA,2024-04-08,88.7,88.83,86.732,87.133,283220000
NVDA,2024-04-09,87.442,87.635,83.022003,85.354,503547000
NVDA,2024-04-10,83.926,87.4,83.709,87.039001,431929000
NVDA,2024-04-11,87.42,90.739,86.926,90.616,431637000
NVDA,2024-04-12,89.699,90.175,87.53,88.186,426805000
NVDA,2024-04-15,89.098,90.613,85.929,86.00099945,443077000
NVDA,2024-04-16,86.433,88.118,86.064003,87.415,370453000
NVDA,2024-04-17,88.34,88.775,83.95,84.035004,495400000
NVDA,2024-04-18,84.97,86.19,82.402,84.671,447260000
NVDA,2024-04-19,83.15,84.324,75.606,76.2,875198000
NVDA,2024-04-22,78.104,80.072998,76.4,79.518,596341000
NVDA,2024-04-23,80.769,82.769,80.264,82.423,438559000
NVDA,2024-04-24,83.95,84.082001,79.183,79.677,512208000
NVDA,2024-04-25,78.868,83.323,78.223,82.632,424641000
NVDA,2024-04-26,83.818,88.331,83.387,87.735,551011000
NVDA,2024-04-29,87.595,87.992,85.266,87.757,388971000
NVDA,2024-04-30,87.24,88.819,86.3,86.402,363709000
NVDA,2024-05-01,85.077003,86.0,81.255,83.041,559863000
NVDA,2024-05-02,84.449,86.237,83.2,85.817,377898000
NVDA,2024-05-03,87.789,89.281,87.040001,88.789,398341000
NVDA,2024-05-06,89.39,92.22,89.055,92.14,376203000
NVDA,2024-05-07,91.098,91.781,89.011002,90.554,437342000
NVDA,2024-05-08,89.483,91.194,89.42,90.412,325721000
NVDA,2024-05-09,90.529,91.071999,88.231,88.747,378013000
NVDA,2024-05-10,90.305,91.401,89.227,89.878,335325000
NVDA,2024-05-13,90.478,90.998,88.529,90.399,289680000
NVDA,2024-05-14,89.599,91.651,88.934,91.356,296507000
NVDA,2024-05-15,92.472,94.862,91.599,94.63,417735000
NVDA,2024-05-16,94.91,95.819,94.103,94.359,323952000
NVDA,2024-05-17,94.369,94.74,91.806,92.479,359691000
NVDA,2024-05-20,93.75,95.2,93.44,94.78,318764000
NVDA,2024-05-21,93.599,95.4,93.18,95.386,328946000
NVDA,2024-05-22,95.459,96.019997,93.249,94.95,548648000
NVDA,2024-05-23,102.028,106.32,101.52,103.799,835065000
NVDA,2024-05-24,104.449,106.475,103.0,106.469,429494000
NVDA,2024-05-28,110.244,114.939,109.883,113.901,652728000
NVDA,2024-05-29,113.050003,115.492,110.901,114.825,557442000
NVDA,2024-05-30,114.65,115.819,109.663,110.5,487350000
NVDA,2024-05-31,112.52,112.717,106.94,109.633,613263000
NVDA,2024-06-03,113.621,115.0,112.0029984,115.0,438392000
NVDA,2024-06-04,115.716,116.6,114.044998,116.437,403324000
NVDA,2024-06-05,118.371,122.449,117.468,122.44,528402000
NVDA,2024-06-06,124.047997,125.587,118.32,120.998,664696000
NVDA,2024-06-07,119.77,121.692,118.022003,120.888,412386000
NVDA,2024-06-10,120.37,123.099998,117.010002,121.79,314162700
NVDA,2024-06-11,121.77,122.87,118.74,120.91,222551200
NVDA,2024-06-12,123.059998,126.88,122.57,125.2,299595000
NVDA,2024-06-13,129.39,129.8,127.16,129.61,260704500
NVDA,2024-06-14,129.96001,132.84,128.32001,131.88,309320400
NVDA,2024-06-17,132.99001,133.73,129.58,130.98,288504400
NVDA,2024-06-18,131.14,136.33,130.69,135.58,294335100
NVDA,2024-06-20,139.8,140.75999,129.52,130.78,517768400
NVDA,2024-06-21,127.12,130.63,124.3,126.57,655484700
NVDA,2024-06-24,123.24,124.46,118.040001,118.11,476060900
NVDA,2024-06-25,121.2,126.5,119.32,126.089996,425787500
NVDA,2024-06-26,126.13,128.12,122.6,126.4,362975900
NVDA,2024-06-27,124.099998,126.41,122.92,123.99,252571700
NVDA,2024-06-28,124.58,127.71,122.75,123.54,315516700
NVDA,2024-07-01,123.47,124.84,118.83,124.3,284885500
NVDA,2024-07-02,121.13,123.41,121.029999,122.67,218374000
NVDA,2024-07-03,121.66,128.28,121.36,128.28,215749000
NVDA,2024-07-05,127.38,128.85001,125.68,125.83,214176700
NVDA,2024-07-08,127.49,130.77,127.040001,128.2,237677300
NVDA,2024-07-09,130.35001,133.82001,128.64999,131.38,285366600
NVDA,2024-07-10,134.029999,135.10001,132.42,134.91,248978600
NVDA,2024-07-11,135.75,136.14999,127.050003,127.4,374782700
NVDA,2024-07-12,128.25999,131.92,127.22,129.24001,252680500
NVDA,2024-07-15,130.56,131.39,127.18,128.44,208326200
NVDA,2024-07-16,128.44,129.039993,124.58,126.36,214769500
NVDA,2024-07-17,121.35,121.85,116.72,117.99,390086200
NVDA,2024-07-18,121.85,122.4,116.56,121.089996,320979500
NVDA,2024-07-19,120.35,121.6,117.37,117.93,217223800
NVDA,2024-07-22,120.35,124.07,119.86,123.54,258068900
NVDA,2024-07-23,122.78,124.69,122.099998,122.59,173911000
NVDA,2024-07-24,119.17,119.95,113.44,114.25,327776900
NVDA,2024-07-25,113.040001,116.63,106.3,112.28,460067000
NVDA,2024-07-26,116.19,116.2,111.58,113.059998,293399100
NVDA,2024-07-29,113.69,116.28,111.3,111.59,248152100
NVDA,2024-07-30,111.52,111.99,102.54,103.73,486833300
NVDA,2024-07-31,112.9,118.34,110.88,117.019997,473174200
NVDA,2024-08-01,117.53,120.16,106.81,109.21,523462300
NVDA,2024-08-02,103.76,108.72,101.37,107.27,482027500
NVDA,2024-08-05,92.059998,103.41,90.69,100.45,552842400
NVDA,2024-08-06,103.84,107.71,100.55,104.25,409012100
NVDA,2024-08-07,107.81,108.8,98.69,98.91,411440400
NVDA,2024-08-08,102.0,105.5,97.52,104.97,391910000
NVDA,2024-08-09,105.64,106.6,103.43,104.75,290844200
NVDA,2024-08-12,106.32,111.07,106.26,109.019997,325559900
NVDA,2024-08-13,112.44,116.23,111.58,116.14,312646700
NVDA,2024-08-14,118.53,118.6,114.07,118.080002,339246400
NVDA,2024-08-15,118.76,123.24,117.47,122.86,318086700
NVDA,2024-08-16,121.94,125.0,121.18,124.58,302589900
NVDA,2024-08-19,124.28,130.0,123.42,130.0,318333600
NVDA,2024-08-20,128.39999,129.88,125.89,127.25,300087400
NVDA,2024-08-21,127.32,129.35001,126.66,128.5,257883600
NVDA,2024-08-22,130.020004,130.75,123.099998,123.74,376189100
NVDA,2024-08-23,125.86,129.60001,125.22,129.37,323230300
NVDA,2024-08-26,129.57001,131.25999,124.37,126.46,331964700
NVDA,2024-08-27,125.050003,129.2,123.88,128.3,303134600
NVDA,2024-08-28,128.12,128.33,122.64,125.61,448101100
NVDA,2024-08-29,121.36,124.43,116.71,117.59,453023300
NVDA,2024-08-30,119.53,121.75,117.22,119.37,333751600
NVDA,2024-09-03,116.010002,116.21,107.29,108.0,477155100
NVDA,2024-09-04,105.41,113.27,104.12,106.21,372470300
NVDA,2024-09-05,104.99,109.65,104.76,107.21,306850700
NVDA,2024-09-06,108.040001,108.15,100.95,102.83,413638100
NVDA,2024-09-09,104.88,106.55,103.69,106.47,273912000
NVDA,2024-09-10,107.81,109.4,104.95,108.099998,268283700
NVDA,2024-09-11,109.39,117.19,107.42,116.91,441422400
NVDA,2024-09-12,116.84,120.79,115.38,119.14,367100500
NVDA,2024-09-13,119.080002,119.96,117.6,119.099998,238358300
NVDA,2024-09-16,116.79,118.18,114.36,116.78,248772300
NVDA,2024-09-17,118.17,118.8,114.83,115.59,231925900
NVDA,2024-09-18,115.89,117.7,113.22,113.37,310318900
NVDA,2024-09-19,117.35,119.66,117.25,117.87,293506400
NVDA,2024-09-20,117.059998,118.62,115.39,116.0,382462400
NVDA,2024-09-23,116.55,116.99,114.86,116.26,206228500
NVDA,2024-09-24,116.52,121.8,115.38,120.87,354966800
NVDA,2024-09-25,122.019997,124.94,121.61,123.51,284692900
NVDA,2024-09-26,126.8,127.67,121.8,124.040001,302582900
NVDA,2024-09-27,123.97,124.029999,119.26,121.4,271009200
NVDA,2024-09-30,118.31,121.5,118.15,121.44,226553700
NVDA,2024-10-01,121.77,122.44,115.79,117.0,302094500
NVDA,2024-10-02,116.44,119.38,115.14,118.85,221845900
NVDA,2024-10-03,120.92,124.36,120.34,122.85,277118000
NVDA,2024-10-04,124.94,125.040001,121.83,124.92,243678100
NVDA,2024-10-07,124.99,130.64,124.95,127.72,346250200
NVDA,2024-10-08,130.25999,133.48,129.42,132.89,285722500
NVDA,2024-10-09,134.11,134.52,131.38,132.64999,246191600
NVDA,2024-10-10,131.91,135.0,131.0,134.81,242311300
NVDA,2024-10-11,134.0099945,135.78,133.66,134.8,170209500
NVDA,2024-10-14,136.47,139.60001,136.3,138.070007,232347700
NVDA,2024-10-15,137.87,138.57001,128.74001,131.60001,377831000
NVDA,2024-10-16,133.98,136.62,131.58,135.72,264879700
